,player_name,position,age,height,weight,rating,value,follower,shots_total,shots_on,goals_total,goals_conceded,goals_assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_success,penalty_missed,penalty_saved,games_appearences,games_lineups,substitutes_in,substitutes_out,substitutes_bench,games_played
219,L. Tousart,2.0,23.0,185.0,83.0,5.428571428571429,16.0,116295,1.2097,0.3694,0.0369,0.0,0.0554,45.1755,0.5356,7.9787,1.9577,0.3879,1.8007,7.3415,3.9986,1.0066,0.7295,0.8034,2.0316,0.1847,0.0185,0.0,0.0,0.0277,0.0,0.0,0.0,1.2097,1.025,0.1847,0.2124,0.2678,108.2889
220,L. VÃ¡zquez,2.0,29.0,173.0,70.0,7.181818181818182,16.0,789641,1.575,0.735,0.24,0.0,0.225,42.15,2.19,14.535,1.2,0.015,0.615,13.065,6.285,3.255,1.92,2.295,2.175,0.195,0.015,0.0,0.09,0.0,0.015,0.0,0.0,1.68,0.915,0.765,0.255,1.035,66.6667
221,Luiz Felipe,3.0,23.0,187.0,80.0,7.0,32.0,79400,0.3878,0.0776,0.031,0.0,0.0465,43.3867,0.1861,11.9597,1.1479,0.7911,2.001,6.2203,3.7229,0.5895,0.4498,0.667,1.0858,0.3568,0.0,0.0,0.0,0.0465,0.0,0.0155,0.0,1.2099,1.0238,0.1861,0.2017,0.8687,64.4667
222,M Skriniar,3.0,25.0,187.0,80.0,6.3,48.0,706256,0.4423,0.1616,0.034,0.0,0.0085,59.0869,0.2467,6.9329,0.9442,0.4849,0.9527,6.448,3.7174,0.3913,0.3062,0.706,1.259,0.1701,0.0,0.0,0.0085,0.0085,0.0,0.0085,0.0,1.0038,1.0038,0.0,0.0255,0.0425,117.5556
223,M. Aarons,3.0,20.0,178.0,69.0,4.666666666666667,20.0,66558,0.5338,0.1686,0.0421,0.0,0.0983,32.196,0.7726,4.0315,1.0957,0.5057,0.9693,8.5688,4.5091,2.4302,1.2923,1.3766,0.7305,0.2107,0.0,0.0,0.0281,0.0,0.0,0.0,0.0,1.0254,0.9973,0.0281,0.014,0.0983,71.1889
224,M. Akanji,3.0,25.0,187.0,91.0,5.181818181818182,20.0,231334,0.2481,0.0668,0.0286,0.0,0.0191,50.9173,0.1622,6.6808,0.8017,0.2672,0.9544,3.5122,2.1283,0.315,0.2291,0.5822,0.4486,0.0954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0498,0.9926,0.0573,0.0286,0.1432,104.7778
225,M. Alonso,3.0,30.0,188.0,84.0,6.615384615384615,20.0,1526522,1.8004,0.5361,0.1618,0.0,0.1113,43.3007,1.062,9.8415,1.6891,0.0809,1.3857,9.5887,5.2293,1.0924,0.5866,1.0216,1.0216,0.1719,0.0,0.0101,0.0303,0.0202,0.0,0.0,0.0,1.0418,1.0216,0.0202,0.1214,0.2023,98.8667
226,M. Arambarri,2.0,25.0,175.0,74.0,5.222222222222222,20.0,16759,0.9844,0.206,0.0343,0.0,0.0458,16.9172,0.4006,4.6471,1.053,0.1602,1.2362,8.264,4.0977,1.3506,0.8928,1.7856,2.1061,0.3434,0.0229,0.0,0.0114,0.0114,0.0,0.0,0.0,1.1103,1.0416,0.0687,0.2862,0.1374,87.3667
227,M. Asensio,4.0,24.0,182.0,76.0,5.0,32.0,12261348,2.7529,1.1647,0.2647,0.0,0.2118,46.7117,2.2412,12.1765,0.3,0.0353,0.6,7.9588,4.1294,2.7176,1.8529,1.2529,0.6706,0.1059,0.0,0.0,0.0529,0.0,0.0176,0.0,0.0,1.6412,0.9,0.7412,0.4059,0.8471,56.6667
228,M. Bartra,3.0,29.0,184.0,70.0,7.0,17.5,6684354,0.6861,0.1656,0.0473,0.0,0.0118,55.7887,0.2484,6.0095,1.5733,0.5323,1.7508,7.8076,4.8856,0.7808,0.5797,1.1593,1.0174,0.2011,0.0,0.0,0.0,0.0237,0.0,0.0,0.0,1.041,1.0055,0.0355,0.0828,0.1301,84.5333
229,M. Brozovic,2.0,28.0,181.0,68.0,7.1,48.0,872415,1.3763,0.3901,0.0975,0.0,0.1734,67.9145,1.994,9.2655,1.9181,0.2384,1.3113,8.0193,3.7495,1.2462,0.932,0.7369,1.593,0.3359,0.0108,0.0,0.0,0.0108,0.0217,0.0108,0.0,1.1595,0.997,0.1626,0.2276,0.2059,92.2778
230,M. DembÃ©lÃ©_Lyn,4.0,24.0,183.0,73.0,5.375,40.0,283230,2.6785,1.1563,0.6147,0.0,0.1317,11.3579,1.0685,5.8692,0.2635,0.1025,0.1317,3.9226,1.6539,1.932,1.0246,0.7026,1.5954,0.1025,0.0,0.0,0.0732,0.0,0.0878,0.0585,0.0,1.288,0.9806,0.3074,0.322,0.3513,68.3222
231,M. Depay,4.0,26.0,176.0,78.0,3.6666666666666665,44.0,9807267,3.0889,1.2944,0.4903,0.0,0.3138,27.4472,2.6182,4.55,0.1667,0.0294,0.255,7.6193,2.9614,3.2066,1.7651,1.3042,0.912,0.0883,0.0,0.0,0.0196,0.0,0.049,0.0196,0.0,1.1963,1.0002,0.1961,0.402,0.2648,101.9778
232,M. Diakhaby,3.0,24.0,189.0,78.0,5.818181818181818,17.5,72468,0.3937,0.1514,0.0757,0.0,0.0,37.5656,0.106,10.9775,0.6057,0.7722,1.181,4.9058,2.9526,0.4088,0.3634,0.7873,1.0296,0.318,0.0151,0.0151,0.0,0.0303,0.0,0.0,0.0,1.2567,0.969,0.2877,0.0606,1.0448,66.0444
233,M. Fernandes,3.0,30.0,188.0,81.0,5.444444444444445,24.0,1810,0.6769,0.1692,0.0398,0.0,0.1493,32.8105,1.3837,5.3656,0.9955,0.0995,1.3638,7.7348,4.6289,1.2244,0.657,0.9955,0.8262,0.0995,0.01,0.0,0.0199,0.0,0.0,0.0,0.0,1.0253,1.0253,0.0,0.0398,0.0199,100.4556
234,M. Guendouzi,2.0,21.0,185.0,68.0,5.7272727272727275,40.5,913272,0.9021,0.2615,0.0131,0.0,0.0392,55.8512,0.6668,10.1322,1.3466,0.1961,1.2943,9.4785,5.2034,1.8565,1.242,2.6017,0.9805,0.3138,0.0131,0.0131,0.0131,0.0,0.0,0.0,0.0,1.3205,0.9675,0.353,0.2223,0.6145,76.4889
235,M. GÃ³mez,4.0,24.0,186.0,91.0,6.857142857142857,32.0,137169,2.2691,0.9463,0.4302,0.0,0.129,13.1844,0.8711,5.1189,0.1398,0.0323,0.1183,9.9474,4.635,0.8496,0.3871,2.3981,1.8389,0.2473,0.0108,0.0,0.0,0.0,0.0108,0.0108,0.0,1.1399,1.0001,0.1398,0.2796,0.1613,92.9889
236,M. Halstenberg,3.0,29.0,186.0,82.0,6.4,17.5,43758,1.0933,0.3762,0.1058,0.0,0.1528,36.8182,1.5987,8.029,1.2461,0.1176,1.6575,7.6646,4.7962,1.3401,0.8817,0.7288,0.8699,0.1763,0.0118,0.0,0.0118,0.0118,0.047,0.0,0.0,1.0697,1.011,0.0588,0.1176,0.1411,85.0667
237,M. Hummels,3.0,32.0,191.0,92.0,6.4,24.0,3051209,1.0202,0.234,0.0562,0.0,0.0655,64.6361,0.3463,7.2629,1.2354,0.3182,1.9468,6.7013,4.4083,0.5803,0.4586,0.2901,0.7862,0.1591,0.0094,0.0,0.0,0.0281,0.0094,0.0,0.0,1.0576,1.0295,0.0281,0.0936,0.1872,106.8444
238,M. Icardi,4.0,27.0,181.0,75.0,7.111111111111111,60.0,6510041,2.9137,1.4066,0.7368,0.0,0.1005,10.65,1.1052,7.4795,0.1898,0.0335,0.1228,4.778,2.1099,0.614,0.2903,0.7145,0.6363,0.0335,0.0,0.0,0.067,0.0,0.1675,0.0223,0.0,1.161,1.0047,0.1563,0.3684,0.2456,89.5778
239,M. Keane,3.0,27.0,191.0,82.0,5.0,20.0,122044,0.7173,0.1606,0.0321,0.0,0.0321,35.7281,0.182,6.9058,1.0814,0.6745,1.3704,10.6103,6.1456,0.1713,0.1499,0.2677,0.6424,0.0535,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,1.0493,0.9957,0.0535,0.0321,0.2463,93.4
240,M. Kovacic,2.0,26.0,178.0,78.0,6.888888888888889,36.0,4180800,0.9977,0.19,0.0317,0.0,0.0792,70.4576,1.1878,12.5744,2.0113,0.095,0.7602,10.7848,6.4139,3.7375,3.0406,1.8371,0.9344,0.2217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3936,1.0294,0.3642,0.5543,0.4909,63.1444
241,M. Maignan,1.0,25.0,191.0,89.0,2.8,17.5,111840,0.0087,0.0,0.0,1.1354,0.0,14.5677,0.0175,2.1135,0.0,0.0,0.0087,0.4978,0.4454,0.0961,0.0873,0.2183,0.0,0.0175,0.0,0.0087,0.0,0.0,0.0,0.0,0.0437,1.0044,1.0044,0.0,0.0087,0.0611,114.5
242,M. Marega,4.0,29.0,183.0,83.0,4.7,19.0,428775,2.5667,1.201,0.4746,0.0,0.2131,10.0344,0.9201,4.4554,0.3196,0.0775,0.3293,7.4483,3.2932,1.879,0.9395,1.5013,1.2204,0.1065,0.0,0.0,0.0097,0.0,0.0291,0.0097,0.0,1.0945,1.017,0.0775,0.2615,0.1259,103.2444
243,M. Merino,2.0,24.0,188.0,83.0,7.0,24.0,114551,1.1339,0.3475,0.1463,0.0,0.0732,38.1508,0.7864,5.4318,1.7192,0.1463,1.3717,8.0654,3.9138,1.6643,1.1522,1.8289,2.5239,0.2743,0.0183,0.0,0.0549,0.0,0.0,0.0,0.0,1.1705,1.0059,0.1646,0.2378,0.2012,54.6778
244,M. Mount,2.0,21.0,178.0,70.0,5.916666666666667,40.5,917086,2.5827,0.889,0.2901,0.0,0.1778,26.6781,2.068,6.9339,0.758,0.0561,0.5334,8.7679,3.7898,1.8528,1.1603,1.2165,1.0574,0.131,0.0,0.0,0.0187,0.0,0.0187,0.0,0.0,1.1603,0.9825,0.1778,0.1965,0.262,106.8667
245,M. Oyarzabal,4.0,23.0,181.0,78.0,7.0,48.0,67986,2.0782,0.8636,0.3606,0.0,0.1423,21.8642,1.4045,4.9346,0.5978,0.0569,0.503,8.7685,3.5681,2.9323,1.6322,1.3286,0.9679,0.1044,0.0,0.0,0.019,0.0,0.0759,0.0,0.0,1.1103,1.0344,0.0759,0.3511,0.0949,105.3778
246,M. Pjanic,2.0,30.0,178.0,72.0,7.222222222222222,52.0,5158815,1.3099,0.3812,0.1369,0.0,0.1857,66.0508,2.1017,7.7028,0.8211,0.2248,1.6813,6.1193,2.6491,0.9091,0.694,0.9873,1.3978,0.2444,0.0098,0.0,0.0196,0.0,0.0293,0.0,0.0,1.1437,1.0362,0.1075,0.303,0.176,102.3
247,M. Politano,4.0,27.0,171.0,67.0,6.166666666666667,22.5,422865,3.0076,0.8921,0.2167,0.0,0.1274,26.0238,2.1793,10.2082,0.1912,0.0127,0.4333,9.3543,4.1419,3.6831,1.9881,1.746,0.5607,0.102,0.0,0.0127,0.0127,0.0,0.0,0.0255,0.0,1.3891,1.0195,0.3696,0.6882,0.5098,78.4667
248,M. Rashford,4.0,23.0,180.0,70.0,6.615384615384615,64.0,8377022,3.375,1.4243,0.4954,0.0,0.2064,20.57,1.2282,9.2683,0.6399,0.0103,0.258,10.93,4.6342,3.9117,1.9197,1.445,0.9495,0.1548,0.0,0.0103,0.0722,0.0103,0.0722,0.0206,0.0,1.3933,0.9702,0.4232,0.5161,0.4851,96.8889
249,M. Rashica,2.0,24.0,177.0,73.0,5.7,28.0,283652,2.7462,1.1359,0.3495,0.0,0.1872,14.9917,1.5229,7.2275,0.5742,0.0624,0.4369,8.7878,3.9695,4.1567,2.0721,1.7975,1.086,0.0374,0.0,0.0,0.0,0.0125,0.0374,0.0,0.0,1.2483,1.0361,0.2122,0.5243,0.3495,80.1111
250,M. Reus,4.0,31.0,180.0,71.0,5.090909090909091,32.0,8519824,2.6329,1.2881,0.5662,0.0,0.2265,30.6606,1.4863,9.1727,0.9484,0.0849,0.5237,6.8795,3.0151,2.364,1.0758,1.2457,1.2174,0.0991,0.0,0.0142,0.0283,0.0142,0.0708,0.0283,0.0,1.1041,1.0475,0.0566,0.3822,0.0566,70.6444
251,M. Roca,2.0,24.0,184.0,74.0,7.0,16.0,34822,0.8258,0.1927,0.0413,0.0,0.0413,44.2223,0.6744,8.0104,1.4176,0.4267,0.9497,5.6155,2.6839,0.9084,0.6331,0.6331,1.8718,0.2477,0.0138,0.0,0.0,0.0,0.0275,0.0,0.0,1.1286,0.991,0.1376,0.1927,0.4267,72.6556
252,M. Sabitzer,2.0,26.0,177.0,77.0,6.545454545454546,32.0,118351,2.4706,0.8235,0.2549,0.0,0.1863,31.8333,1.6765,7.2843,0.8431,0.049,0.9804,6.5294,3.0882,1.2059,0.6078,1.3039,0.8431,0.2255,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,1.1569,1.0294,0.1275,0.2549,0.1471,102.0
253,M. Salah,4.0,28.0,175.0,71.0,6.153846153846154,120.0,38661405,4.0542,1.763,0.7068,0.0,0.2485,22.0573,1.864,6.2444,0.4039,0.0078,0.2019,9.9568,3.6892,3.6426,2.1902,0.8543,0.6912,0.0311,0.0,0.0,0.0699,0.0,0.0699,0.0078,0.0,1.0951,1.033,0.0621,0.4116,0.0777,128.7556
254,M. Sanson,2.0,26.0,180.0,73.0,4.454545454545454,22.5,251099,1.4756,0.4919,0.2208,0.0,0.1004,30.7462,1.1343,5.8521,1.1142,0.0502,1.0038,9.8171,4.4368,2.2385,1.4053,1.8771,1.7466,0.2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2046,1.0439,0.1606,0.5019,0.2509,99.6222
255,M. Sarr_NICE,3.0,21.0,180.0,70.0,3.727272727272727,16.0,36511,0.2782,0.0397,0.0265,0.0,0.0132,54.5113,0.212,6.8354,0.6888,0.2252,1.8678,5.5902,3.2853,0.3312,0.2517,0.7683,0.7551,0.0927,0.0,0.0,0.0,0.0397,0.0,0.0,0.0,1.1525,0.9935,0.159,0.1192,0.4769,75.4889
256,M. Sissoko,2.0,31.0,187.0,83.0,5.25,20.0,900662,0.791,0.2147,0.0452,0.0,0.1243,44.678,1.1977,8.6102,1.2316,0.1017,0.7119,8.6215,4.0452,2.339,1.3898,0.5763,1.3559,0.1582,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,1.3333,0.9944,0.339,0.3051,0.4859,88.5
257,M. Thuram,4.0,23.0,189.0,79.0,3.888888888888889,22.5,377,2.0781,1.0218,0.3559,0.0,0.1148,16.6246,1.0563,3.961,0.7003,0.023,0.333,11.6877,5.8324,3.9265,2.6177,1.7336,1.7336,0.1148,0.0,0.023,0.0689,0.0115,0.0459,0.0115,0.0,1.2514,1.0333,0.2181,0.4248,0.2526,87.1
258,M. Vecino,2.0,29.0,187.0,81.0,7.1,18.5,346336,1.8119,0.6471,0.1424,0.0,0.0777,43.7834,0.893,10.1984,1.113,0.22,0.906,9.1501,4.4003,1.0095,0.6601,0.893,1.8378,0.2847,0.0,0.0129,0.0,0.0,0.0129,0.0,0.0,1.2166,1.0095,0.2071,0.2588,0.44,77.2667
259,M. Verratti,2.0,28.0,165.0,60.0,4.384615384615385,60.0,4860797,0.2082,0.0657,0.0329,0.0,0.1424,80.3798,1.26,8.0752,1.5121,0.0877,0.9533,8.1519,4.6129,1.6874,1.3806,2.2571,1.3696,0.3944,0.0219,0.0,0.0,0.0,0.0,0.0,0.0,1.1833,1.0299,0.1534,0.4273,0.2082,91.2667
260,M. de Ligt,3.0,21.0,188.0,89.0,4.454545454545454,67.5,4987874,0.911,0.2822,0.1048,0.0,0.0242,48.2569,0.2015,5.0466,0.4756,0.4918,1.0964,5.8124,3.4826,0.2418,0.2015,0.4595,0.7175,0.137,0.0,0.0,0.0242,0.0242,0.0,0.0,0.0,1.0238,0.9835,0.0403,0.0242,0.1048,124.0444
261,M. de Roon,2.0,29.0,185.0,76.0,5.7272727272727275,19.0,127520,0.7875,0.2035,0.0619,0.0,0.0973,47.1589,0.8405,6.5385,1.1679,0.1681,1.5307,7.2375,3.4949,0.4601,0.3008,0.4866,1.743,0.2743,0.0088,0.0,0.0,0.0088,0.0177,0.0088,0.0,1.1237,1.0175,0.1062,0.1504,0.1416,113.0222
262,M. ter Stegen,1.0,28.0,187.0,85.0,5.6,72.0,11358156,0.0,0.0,0.0,0.8516,0.0156,23.3828,0.0156,4.9922,0.0156,0.0,0.0547,0.1953,0.1484,0.0156,0.0156,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,1.0,1.0,0.0,0.0,0.1641,128.0
263,M. Ã–zil,2.0,32.0,180.0,76.0,6.545454545454546,17.5,22044600,0.9271,0.3383,0.1503,0.0,0.2255,55.5986,2.9691,10.7238,0.8143,0.0376,0.3383,7.0908,3.2823,1.9669,1.3655,1.1025,0.6765,0.1002,0.0,0.0,0.0251,0.0,0.0,0.0,0.0,1.1651,1.0398,0.1253,0.451,0.238,79.8222
264,Malcom,4.0,23.0,172.0,65.0,3.272727272727273,30.5,2701605,1.9996,0.8513,0.3168,0.0,0.1782,32.4087,2.5143,7.9586,0.297,0.0,0.4158,10.9679,5.6027,3.524,2.3163,2.4945,0.7523,0.0594,0.0,0.0,0.0198,0.0,0.0396,0.0198,0.0,1.3264,0.9701,0.3564,0.4355,0.7721,50.5111
265,Marquinhos,3.0,26.0,183.0,75.0,4.666666666666667,52.0,3115459,0.4386,0.0914,0.0914,0.0,0.0548,56.6772,0.2284,6.6975,0.9137,0.3289,1.069,4.066,2.467,0.201,0.1553,0.3015,0.6487,0.0731,0.0,0.0091,0.0,0.0091,0.0,0.0,0.0,1.0416,0.9959,0.0457,0.0731,0.1645,109.4444
266,N'Golo KantÃ©,2.0,29.0,168.0,68.0,5.571428571428571,80.0,7000127,0.7781,0.1729,0.0778,0.0,0.0519,49.2363,1.2017,8.2651,2.2997,0.1643,1.8847,10.2795,4.8588,1.928,1.3141,0.5014,1.2882,0.1297,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,1.0893,1.0115,0.0778,0.1383,0.121,115.6667
267,N. AkÃ©,3.0,25.0,180.0,75.0,3.5,28.0,689371,0.6451,0.2283,0.0794,0.0,0.0397,36.9765,0.2382,4.1581,1.439,0.8237,1.1909,7.691,4.4558,0.1786,0.1489,0.516,0.6252,0.0893,0.0,0.0,0.0099,0.0099,0.0,0.0,0.0,1.042,1.0023,0.0397,0.0298,0.129,100.7667
268,N. Amiri,2.0,24.0,180.0,73.0,6.071428571428571,16.0,3211,2.8512,1.1371,0.1358,0.0,0.1697,51.8989,2.8852,17.2091,1.222,0.1358,1.0353,7.8408,3.8525,3.4452,1.9857,2.5797,2.1045,0.1867,0.0,0.017,0.0339,0.0,0.0,0.0,0.0,1.4256,1.0353,0.3903,0.577,0.594,58.9222
269,N. Barella,2.0,23.0,175.0,68.0,5.444444444444445,36.0,467394,1.1914,0.3315,0.1036,0.0,0.0829,37.8877,1.0464,6.009,1.295,0.0725,1.1086,9.8527,5.0248,2.1135,1.3365,1.9685,1.8338,0.3626,0.0311,0.0,0.0104,0.0311,0.0311,0.0104,0.0,1.0775,1.0153,0.0622,0.1865,0.0932,96.5222
270,N. Elvedi,3.0,24.0,189.0,78.0,6.0,28.0,56757,0.4058,0.116,0.058,0.0,0.029,50.4402,0.2609,6.0393,0.831,0.3189,1.691,6.2809,3.7975,0.8213,0.4831,0.6764,0.5604,0.116,0.0,0.0,0.0097,0.0097,0.0,0.0,0.0,1.0339,1.0146,0.0193,0.0966,0.029,103.4889
271,N. Fekir,4.0,27.0,173.0,72.0,4.5,32.0,1052652,3.2489,1.4909,0.4673,0.0,0.2225,30.3746,1.8358,5.6187,0.8122,0.0334,0.3338,11.5824,6.0415,4.0499,2.8149,3.3601,2.1474,0.267,0.0111,0.0,0.0668,0.0,0.1001,0.0223,0.0,1.146,1.0459,0.1001,0.3227,0.1669,89.8778
272,N. KeÃ¯ta,2.0,25.0,172.0,64.0,6.0,33.5,1508970,2.0514,0.6838,0.2279,0.0,0.1465,52.5217,1.4327,15.3528,1.4001,0.1302,1.3676,15.6621,7.9939,4.4935,2.8491,2.0351,1.7909,0.2279,0.0326,0.0163,0.0,0.0,0.0,0.0,0.0,1.4164,1.0745,0.3419,0.521,0.7001,61.4222
273,N. Maksimovic,2.0,25.0,189.0,78.0,6.8,20.0,17836,0.8731,0.2037,0.0437,0.0,0.0146,15.7737,0.2765,5.3258,1.2369,0.3201,1.8335,5.4131,2.7502,0.5238,0.3201,0.3347,0.5966,0.1601,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,1.0477,1.004,0.0437,0.0728,0.0728,68.7222
274,N. Maupay,4.0,24.0,173.0,69.0,3.7777777777777777,17.5,30993,3.2919,1.3716,0.4979,0.0,0.1524,15.9923,1.1786,4.1251,0.3759,0.0102,0.2235,10.9833,3.6577,2.0422,0.8433,1.585,1.4529,0.2235,0.0,0.0,0.0203,0.0,0.061,0.0,0.0,1.2599,1.0059,0.254,0.3048,0.2946,98.4222
275,N. Milenkovic,3.0,23.0,195.0,90.0,7.0,24.0,62620,0.7373,0.2826,0.0737,0.0,0.0,38.3766,0.1229,5.8615,1.106,0.6144,1.2657,6.5989,3.8585,0.2703,0.2212,0.5038,1.6712,0.1966,0.0246,0.0,0.0,0.0,0.0,0.0,0.0,1.0322,1.0076,0.0246,0.0369,0.3072,81.3778
276,N. Mukiele,3.0,23.0,185.0,74.0,5.444444444444445,20.0,45741,0.7132,0.1813,0.0484,0.0,0.0363,35.2505,0.8825,5.9355,1.1242,0.0967,1.8496,7.8214,4.9201,1.5715,0.9308,1.4144,0.8704,0.1451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.221,1.0154,0.2055,0.2539,0.5077,82.7222
277,N. NÃ¡ndez,2.0,25.0,175.0,70.0,6.75,21.0,1097347,0.8775,0.2671,0.1335,0.0,0.0763,29.9491,0.8966,6.028,1.2209,0.0763,0.7058,9.0038,4.4447,2.1937,1.1446,1.9267,1.7359,0.4197,0.0,0.0,0.0191,0.0,0.0,0.0,0.0,1.1827,0.9729,0.2098,0.2289,0.2671,52.4222
278,N. Semedo,3.0,27.0,177.0,67.0,6.363636363636363,32.0,3011108,0.2865,0.0836,0.0119,0.0,0.0716,52.0305,0.5849,10.2891,1.3607,0.1671,1.1698,8.5822,4.6552,2.6618,1.7188,1.4682,1.3488,0.2029,0.0,0.0,0.0477,0.0119,0.0,0.0,0.0,1.3249,1.0385,0.2865,0.2387,0.5968,83.7778
279,N. SÃ¼le,3.0,25.0,195.0,97.0,6.2,48.0,625272,0.6659,0.1937,0.0484,0.0,0.0242,69.4403,0.2179,10.0135,0.5812,0.3269,1.3198,5.1339,3.2813,0.1695,0.1211,0.339,0.6296,0.0605,0.0,0.0121,0.0,0.0242,0.0,0.0,0.0,1.1503,0.9808,0.1695,0.0242,0.3996,82.5889
280,N. Tagliafico,3.0,28.0,172.0,65.0,6.111111111111111,28.0,1049277,1.0887,0.3247,0.1146,0.0,0.1337,41.7243,0.9359,6.2171,1.5949,0.1815,2.378,7.7738,4.5936,0.85,0.5157,2.0055,1.3752,0.2674,0.0096,0.0,0.0191,0.0096,0.0,0.0,0.0,1.0314,1.0123,0.0191,0.0764,0.0382,104.7111
281,N. Vlasic,2.0,23.0,178.0,79.0,5.8,17.5,92992,2.9741,1.0139,0.2704,0.0,0.2028,29.9099,2.5854,5.4074,0.8956,0.0676,0.4563,7.3676,3.5486,3.4303,2.3658,1.3181,0.8956,0.1014,0.0169,0.0,0.0,0.0,0.0676,0.0338,0.0,1.0308,1.0139,0.0169,0.169,0.0169,59.1778
282,Neymar,4.0,28.0,175.0,68.0,5.416666666666667,128.0,139025980,3.683,1.8285,0.8948,0.0,0.4409,44.0663,2.866,8.1052,0.428,0.0389,0.2594,13.513,7.5735,8.6369,5.3559,3.8905,0.8689,0.2723,0.0259,0.0,0.0648,0.0,0.1816,0.013,0.0,1.0245,0.9986,0.0259,0.1297,0.0389,77.1111
283,O. Zinchenko,3.0,24.0,175.0,64.0,6.615384615384615,24.0,32800,0.8684,0.1478,0.0554,0.0,0.0924,79.7824,1.164,19.9918,2.1803,0.1478,1.2934,9.0536,4.8039,0.7391,0.425,0.2032,0.9793,0.0739,0.0185,0.0,0.0,0.0,0.0185,0.0,0.0,1.1825,0.9977,0.1848,0.1848,0.7575,54.1222
284,P. Aubameyang,4.0,31.0,187.0,80.0,5.0,56.0,9446820,3.2074,1.4378,0.7465,0.0,0.1382,16.7926,1.023,7.2903,0.5346,0.0276,0.2949,7.9447,2.8111,1.53,0.7097,0.5991,0.6083,0.0461,0.0092,0.0092,0.0184,0.0,0.0922,0.0276,0.0,1.106,0.9954,0.1106,0.1659,0.1106,108.5
285,P. Coutinho,2.0,28.0,172.0,68.0,6.666666666666667,56.0,22332490,3.4761,1.5545,0.4534,0.0,0.2915,47.9633,2.1698,9.8129,0.7125,0.0432,0.5506,9.7481,4.6743,4.3613,2.6772,1.8568,0.7341,0.0324,0.0,0.0,0.0216,0.0,0.054,0.0,0.0,1.371,1.0255,0.3454,0.6369,0.3994,92.6333
286,P. Dybala,4.0,27.0,177.0,75.0,7.333333333333333,72.0,38548092,3.8451,1.4279,0.5172,0.0,0.1911,44.1849,2.2711,8.7583,0.3373,0.0112,0.461,8.9157,4.8008,4.0362,2.6196,2.8332,0.7308,0.0899,0.0112,0.0,0.0675,0.0,0.0675,0.0225,0.0,1.3379,1.0119,0.326,0.416,0.416,88.9444
287,P. Kimpembe,3.0,25.0,183.0,77.0,3.769230769230769,28.0,2500000,0.2779,0.0962,0.0107,0.0,0.0107,54.4554,0.1283,6.9058,1.0156,0.1924,1.0156,5.174,3.2284,0.6735,0.4917,1.3683,1.0049,0.2031,0.0214,0.0107,0.0,0.0321,0.0,0.0,0.0,1.069,1.0049,0.0641,0.0214,0.3742,93.5444
288,P. LÃ³pez,1.6666666666666667,23.333333333333332,173.66666666666666,62.333333333333336,3.888888888888889,19.0,128151,0.3036,0.1012,0.0434,0.6361,0.0289,18.347,0.2169,5.7687,0.2313,0.0723,0.3036,1.6771,0.7663,0.188,0.0434,0.2747,0.2747,0.0578,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,1.1855,1.0699,0.1157,0.3036,0.506,69.1667
289,P. Pogba,2.0,27.0,191.0,84.0,5.833333333333333,80.0,41084974,2.7915,1.0425,0.2548,0.0,0.2896,52.7606,1.7143,9.556,1.1815,0.139,0.6486,14.0965,7.2626,3.0811,2.0965,2.0502,1.6564,0.1506,0.0116,0.0116,0.0232,0.0,0.0927,0.0232,0.0,1.1004,1.0077,0.0927,0.1622,0.1274,86.3333
290,P. Zielinski,2.0,26.0,177.0,64.0,7.0,32.0,521490,2.1496,0.6661,0.1615,0.0,0.0908,52.6497,1.645,9.4158,0.6055,0.1211,0.7165,6.1157,3.1487,2.2505,1.4936,1.3725,0.7266,0.1514,0.0,0.0,0.0101,0.0101,0.0,0.0,0.0,1.322,0.9486,0.3734,0.3028,0.434,99.0889
291,Pizzi,2.0,31.0,177.0,71.0,5.083333333333333,21.5,540211,1.7193,0.7916,0.366,0.0,0.3149,46.4895,2.5109,5.5409,0.7745,0.0766,0.4937,6.0601,2.8343,1.7704,0.9448,1.498,0.8767,0.1447,0.0,0.0,0.034,0.0,0.0936,0.034,0.0,1.1405,1.0639,0.0766,0.5618,0.1021,117.4889
